pelicula_id,actor,personaje
253,Rupert Everett,Prince Charming (voice)
253,Jennifer Saunders,Fairy Godmother (voice)
253,Aron Warner,Wolf (voice)
254,Nicolas Cage,Nick Cage
254,Pedro Pascal,Javi Gutierrez
254,Tiffany Haddish,Vivian
254,Neil Patrick Harris,Richard Fink
254,Lily Mo Sheen,Addy
254,Sharon Horgan,Olivia
254,Ike Barinholtz,Martin
254,Paco León,Lucas Gutierrez
254,Jacob Scipio,Carlos
255,Dakota Johnson,Anastasia Steele
255,Jamie Dornan,Christian Grey
255,Eric Johnson,Jack Hyde
255,Luke Grimes,Elliot Grey
255,Rita Ora,Mia Grey
255,Eloise Mumford,Kate Kavanagh
255,Victor Rasuk,Jose
255,Marcia Gay Harden,Dr. Grace Trevelyan-Grey
255,Andrew Airlie,Carrick Grey
256,Darío Autrán,
256,Déborah Vukusic,
256,Lidia Veiga,
256,Pablo Reyes,
256,Sabela Hermida,
256,Manuel Manquiña,
256,Celso Bugallo,
257,Wu Jing,Wu Qianli
257,Jackson Yee,Wu Wanli
257,Duan Yihong,Tan Ziwei
257,Yawen Zhu,Mei Sheng
257,Jerry Lee,Yu Congrong
257,Elvis Han,Ping He
257,Zhang Hanyu,Shilun Song
257,Geng Le,Yang Lao
257,Du Chun,Trad Zhang
258,Shameik Moore,Miles Morales / Spider-Man (voice)
258,Jake Johnson,Peter B. Parker / Spider-Man (voice)
258,Hailee Steinfeld,Gwen Stacy / Spider-Woman (voice)
258,Mahershala Ali,Uncle Aaron / Prowler (voice)
258,Brian Tyree Henry,Jefferson Davis (voice)
258,Lily Tomlin,Aunt May (voice)
258,Luna Lauren Velez,Rio Morales (voice)
258,Zoë Kravitz,Mary Jane (voice)
258,John Mulaney,Peter Porker / Spider-Ham (voice)
259,Daniel Radcliffe,Harry Potter
259,Rupert Grint,Ron Weasley
259,Emma Watson,Hermione Granger
259,Helena Bonham Carter,Bellatrix Lestrange
259,Robbie Coltrane,Rubeus Hagrid
259,Ralph Fiennes,Lord Voldemort
259,Michael Gambon,Albus Dumbledore
259,Bill Nighy,Rufus Scrimgeour
259,Brendan Gleeson,"Alastor ""Mad-Eye"" Moody"
260,Aubrey Plaza,Emily
260,Theo Rossi,Youcef
260,Megalyn Echikunwoke,Liz
260,Gina Gershon,Alice
260,Jonathan Avigdori,Khalil
260,Bernardo Badillo,Javier
260,Craig Stark,Chip
260,Brandon Sklenar,Brent
260,John Billingsley,Office Manager (uncredited)
261,Song Kang-ho,Gu In-ho / Homicide Detective
261,Lee Byung-hun,Park Jae-hyuk / Passenger
261,Jeon Do-yeon,Kim Sook-hee / Minister
261,Kim Nam-gil,Choi Hyun-soo / Pilot
261,Yim Si-wan,Ryu Jin-seok / Passenger
261,Park Hae-jun,Tae-su / Blue House Crisis Management Centre Director
261,Lim Hyung-kook,Captain
261,Lee Yul-eum,Park Shi-young
261,Kim So-jin,Hee-jin / Flight Attendant
262,Michelle Monaghan,Jess
262,Skeet Ulrich,Patrick
262,Finlay Wojtak-Hissong,Owen
262,Skylar Morgan Jones,Tyler
262,June B. Wilde,Helen
262,Erik Athavale,Dr. Don Forsythe
262,Onalee Ames,Jess' Lawyer
262,Danika Frederick,Shelly
262,Jerni Stewart,Nurse
263,Liam Neeson,Alex Lewis
263,Guy Pearce,Vincent Serra
263,Taj Atwal,Linda Amistead
263,Harold Torres,Hugo Marquez
263,Monica Bellucci,Davana Sealman
263,Ray Stevenson,Detective Danny Mora
263,Stella Stocker,Maya
263,Antonio Jaramillo,Papa Leon
263,Louis Mandylor,Drunk Broker
264,Linda Louise Duan,Sam
264,Penelope Read,Dr. Carpenter
264,Arron Blake,Joe
264,Amy Secker,Gwen
264,Richard Conrad,The Patient
264,Nadia Nadif,The Old Hag
264,Carly Jolley,Clara
264,Ben Maytham,Peter
264,Roman Wood,Dr. Wright
265,Sam Worthington,Mack Phillips
265,Octavia Spencer,Papa / Elouisa
265,Tim McGraw,Willie
265,Aviv Alush,Jesus
265,Sumire Matsubara,Sarayu
265,Radha Mitchell,Nan Phillips
265,Graham Greene,Male Papa
265,Gage Munroe,Jose Phillips
265,Megan Charpentier,Kate Phillips
266,Gemma Chan,Sersi
266,Richard Madden,Ikaris
266,Angelina Jolie,Thena
266,Kumail Nanjiani,Kingo
266,Barry Keoghan,Druig
266,Lauren Ridloff,Makkari
266,Lia McHugh,Sprite
266,Brian Tyree Henry,Phastos
266,Ma Dong-seok,Gilgamesh
267,Wasabi Mizuta,Doraemon (voice)
267,Megumi Oohara,Nobita (voice)
267,Yumi Kakazu,Shizuka (voice)
267,Subaru Kimura,Gian (voice)
267,Tomokazu Seki,Suneo (voice)
267,Shihoko Hagino,Dekisugi (voice)
267,Teruyuki Kagawa,Gilmore (voice)
267,Yuki Kaji,Rokoroko (voice)
267,Takashi Komaba,Pilot (voice)
268,Channing Tatum,Jackson Briggs
268,Jane Adams,Tamara
268,Kevin Nash,Gus
268,Ethan Suplee,Noah
268,Bill Burr,Police Officer
268,Q'orianka Kilcher,Niki
268,Amanda Booth,Tiffany
268,Aqueela Zoll,Callan
268,Ronnie Gene Blevins,Keith
269,Nathalie Emmanuel,Evie Alexander
269,Thomas Doherty,Walter De Ville
269,Sean Pertwee,Mr. Fields
269,Hugh Skinner,Oliver Alexander
269,Carol Ann Crawford,Mrs. Swift
269,Alana Boden,Lucy
269,Stephanie Corneliussen,Viktoria
269,Tian Chaudhry,Diya (Maid #5)
269,Courtney Taylor,Grace
270,Patrick Wilson,Ed Warren
270,Vera Farmiga,Lorraine Warren
270,Ruairí O'Connor,Arne Cheyne Johnson
270,Sarah Catherine Hook,Debbie Glatzel
270,Julian Hilliard,David Glatzel
270,John Noble,Father Kastner
270,Eugenie Bondurant,The Occultist
270,Shannon Kook,Drew Thomas
270,Ronnie Gene Blevins,Bruno
271,Saori Hara,Ruizhu
271,周防雪子,Dongmei
271,Tony Ho,Prince of Ning
271,Vonnie Lui,The Elder of Bliss
271,Leni Lan,Tie Yuxiang
271,Hiro Hayama,Wei Yangsheng
271,Carina Chan,Maid Xian Lan
271,Jason Yiu,Scholar Shun Shang Guang
271,Tenky Tin Kai-Man,Dique
272,Sara Mitich,Eileen
272,George Tchortov,Roger
272,Evie Loiselle,Eve
272,Karen LeBlanc,The Administrator
273,Lewis Tan,Cole Young
273,Jessica McNamee,Sonya Blade
273,Josh Lawson,Kano
273,Joe Taslim,Bi-Han / Sub-Zero
273,Mehcad Brooks,Jax Briggs
273,Matilda Kimber,Emily Young
273,Laura Brent,Allison Young
273,Tadanobu Asano,Lord Raiden
273,Hiroyuki Sanada,Hanzo Hasashi / Scorpion
274,Johnny Depp,Jack Sparrow
274,Orlando Bloom,Will Turner
274,Keira Knightley,Elizabeth Swann
274,Geoffrey Rush,Hector Barbossa
274,Jack Davenport,James Norrington
274,Jonathan Pryce,Weatherby Swann
274,Lee Arenberg,Pintel
274,Mackenzie Crook,Ragetti
274,Damian O'Hare,Gillette
275,Darby Camp,Emily Elizabeth
275,Jack Whitehall,Casey
275,Izaac Wang,Owen Yu
275,John Cleese,Mr. Bridwell
275,Tony Hale,Zack Tieran
275,David Alan Grier,Packard
275,Paul Rodríguez,Sanchez
275,Horatio Sanz,Raul
275,Sienna Guillory,Maggie
276,Ryan Livingstone,Braedyn
276,Megan Tremethick,Jigme
276,Regan Walker,Edwin
276,Michael Daviot,Highfather Albens
277,Emma Stone,Estella / Cruella
277,Emma Thompson,The Baroness
277,Joel Fry,Jasper
277,Paul Walter Hauser,Horace
277,Mark Strong,John the Valet
277,Tipper Seifert-Cleveland,Estella (12 yrs)
277,Kirby Howell-Baptiste,Anita Darling
277,Emily Beecham,Catherine
277,John McCrea,Artie
278,Margot Robbie,Harleen Quinzel / Harley Quinn
278,Idris Elba,Robert DuBois / Bloodsport
278,John Cena,Christopher Smith / Peacemaker
278,Joel Kinnaman,Colonel Rick Flag
278,Sylvester Stallone,Nanaue / King Shark (voice)
278,Viola Davis,Amanda Waller
278,David Dastmalchian,Abner Krill / Polka-Dot Man
278,Daniela Melchior,Cleo Cazo / Ratcatcher 2
278,Michael Rooker,Brian Durlin / Savant
279,Mutsumi Tamura,Kosuke Kumagaya (voice)
279,Asami Seto,Natsume Tonai (voice)
279,Ayumu Murase,Noppo (voice)
279,Daiki Yamashita,Yuzuru Tachibana (voice)
279,Yumiko Kobayashi,Taishi Koiwai (voice)
279,Inori Minase,Reina Haba (voice)
279,Kana Hanazawa,Juri Ando (voice)
279,Bin Shimada,Yasuji Kumagaya (voice)
279,Rikako Aikawa,Yasuko Kumagaya (voice)
280,Sam Rockwell,Wolf (voice)
280,Marc Maron,Snake (voice)
280,Awkwafina,Tarantula (voice)
280,Craig Robinson,Shark (voice)
280,Anthony Ramos,Piranha (voice)
280,Richard Ayoade,Professor Marmalade (voice)
280,Zazie Beetz,Diane Foxington (voice)
280,Alex Borstein,Police Chief Misty Luggins (voice)
280,Lilly Singh,Tiffany Fluffit (voice)
281,Alexa PenaVega,Skylar
281,Johnny Pacar,Tommy
281,Shaun Sipos,Jack
281,Italia Ricci,Allison
281,Bryan Dechart,Dan
281,Liz E. Morgan,Sam
281,John Pyper-Ferguson,Pastor Shay
281,Kim Pacheco,Nurse Rachel
281,Hayley Lovitt,Southern Belle
282,Junko Takeuchi,Naruto Uzumaki (voice)
282,Nana Mizuki,Hinata Hyūga (voice)
282,Jun Fukuyama,Toneri Ōtsutsuki (voice)
282,Chie Nakamura,Sakura Haruno (voice)
282,Showtaro Morikubo,Shikamaru Nara (voice)
282,Kazuhiko Inoue,Kakashi Hatake (voice)
282,Akira Ishida,Gaara
282,The Fifth Kazekage (voice),Hideaki Tezuka
282,A,The Fourth Raikage (voice)
282,Yurika Hino,Mei Teriumî
283,Johnny Depp,Jack Sparrow
283,Penélope Cruz,Angelica
283,Geoffrey Rush,Hector Barbossa
283,Ian McShane,"Edward ""Blackbeard"" Teach"
283,Kevin McNally,Joshamee Gibbs
283,Sam Claflin,Philip
283,Astrid Bergès-Frisbey,Syrena
283,Stephen Graham,Scrum
283,Keith Richards,Captain Teague
284,Zach Gilford,Ben
284,Alisha Wainwright,Margaret
284,Amanda Crew,Ellie
284,Carlos Santos,Thomas
284,Briella Guiza,Lucy
284,David Mattle,Spencer
285,Peyton Elizabeth Lee,Mandy Coleman
285,Milo Manheim,Ben
285,Margaret Cho,Ms. Chen
285,Blake Draper,Graham Lansing
285,Monique A. Green,LaToya
285,Arica Himmel,Zenobia
285,Jason Sakaki,Charles
285,David S. Jung,Tom Coleman
285,Nolen Dubuc,Kyle
286,Anthony Gonzalez,Miguel Rivera (voice)
286,Gael García Bernal,Héctor (voice)
286,Benjamin Bratt,Ernesto de la Cruz (voice)
286,Alanna Ubach,Mamá Imelda Rivera (voice)
286,Renée Victor,Elena Rivera (voice)
286,Jaime Camil,Papá Enrique Rivera (voice)
286,Alfonso Arau,Papá Julio Rivera (voice)
286,Herbert Siguenza,Tío Oscar Rivera / Tío Felipe Rivera (voice)
286,Lombardo Boyar,Mariachi / Gustavo (voice)
287,Karl Urban,Jacob Holland (voice)
287,Zaris-Angel Hator,Maisie Brumble (voice)
287,Jared Harris,Captain Crow (voice)
287,Marianne Jean-Baptiste,Sarah Sharpe (voice)
287,Benjamin Plessala,Child 1 (voice)
287,Somali Rose,Child 2 (voice)
287,Kaya McLean,Child 3 (voice)
287,Davis Pak,Child 4 / Village Boy (voice)
287,Helen Sadler,Ms. Merino / Matron / Cart Driver (voice)
288,Tom Hanks,Woody (voice)
288,Tim Allen,Buzz Lightyear (voice)
288,Don Rickles,Mr. Potato Head (voice)
288,Jim Varney,Slinky Dog (voice)
288,Wallace Shawn,Rex (voice)
288,John Ratzenberger,Hamm (voice)
288,Annie Potts,Bo Peep (voice)
288,John Morris,Andy (voice)
288,Erik von Detten,Sid (voice)
289,Alec Baldwin,Theodore Templeton (voice)
289,James Marsden,Tim Templeton (voice)
289,Amy Sedaris,Tina Templeton (voice)
289,Jeff Goldblum,Dr. Armstrong (voice)
289,Eva Longoria,Carol Templeton (voice)
289,Lisa Kudrow,Janice Templeton (voice)
289,Jimmy Kimmel,Ted Templeton (voice)
289,Ariana Greenblatt,Tabitha Templeton (voice)
289,James McGrath,Wizzie (voice)
290,Jodie Turner-Smith,"Elisha ""Eli"" James"
290,Brian Cox,Nick Booker
290,Ali Marsh,Sharon Romney
290,Luke Kirby,Lucas Nicoll
290,John Cena,Nate Sterling
290,Ann Dowd,Patricia Turnball
290,Margaret Odette,Jennifer Cooke
290,Alysia Reiner,Kathy Gibbs
290,Victor Slezak,President Archer
291,Leonardo DiCaprio,Jack Dawson
291,Kate Winslet,Rose DeWitt Bukater
291,Billy Zane,Cal Hockley
291,Kathy Bates,Molly Brown
291,Frances Fisher,Ruth DeWitt Bukater
291,Gloria Stuart,Old Rose
291,Victor Garber,Thomas Andrews
291,Bill Paxton,Brock Lovett
291,Bernard Hill,Edward Smith
292,Jennifer Lawrence,Katniss Everdeen
292,Josh Hutcherson,Peeta Mellark
292,Liam Hemsworth,Gale Hawthorne
292,Woody Harrelson,Haymitch Abernathy
292,Elizabeth Banks,Effie Trinket
292,Julianne Moore,President Alma Coin
292,Philip Seymour Hoffman,Plutarch Heavensbee
292,Jeffrey Wright,Beetee
292,Stanley Tucci,Caesar Flickerman
293,Emile Hirsch,Austin Tilden
293,Brian Cox,Tommy Tilden
293,Ophelia Lovibond,Emma
293,Olwen Catherine Kelly,Jane Doe
293,Michael McElhatton,Sheriff Sheldon
293,Parker Sawyers,Officer Cole
293,Jane Perry,Lieutenant Wade
293,Mark Phoenix,Louis Tannis
293,Mary Duddy,Irene Daniels
294,Bruce Willis,Julius The Lobe Loeb
294,Michael Rooker,Warden Devlin
294,Hayley Sales,Dr. Isabelle Josephs
294,Kat Ruston,Officer Liz Morales
294,Matthew Kevin Anderson,Danny Breeze
294,Doug Bradley,Senator Zechariah
294,Tom Cavanagh,Gordon Tweedy
294,Dan Payne,Payback
294,Brennan Mejia,Diego Diaz
295,Matt McClure,Edgar Marsdale
295,Mollie Hindle,Amy Proctor
295,James Swanton,Jack
295,Nicola Wright,Olga Marsdale
295,Nicholas Anscombe,Doctor Clarke
295,Michaela Longden,Janet
295,Erina Mashate,Stacey
295,Jason Farries,Frank
295,Victor Mellors,Issac Huxley
296,Iola Evans,Kayla
296,Asa Butterfield,Isaac
296,Robert Englund,Robert Englund
296,Angela Griffin,Thea
296,Ryan Gage,Lance
296,Eddie Marsan,Hal
296,Kate Fleetwood,Laura
296,Joe Bolland,Beck
296,Ioanna Kimbook,Grace
297,Seo In-guk,Park Jong-du
297,Jang Dong-yoon,Lee Do-il
297,Park Ho-san,Lee Seok-woo
297,Jung So-min,Lee Da-yeon
297,Ko Chang-seok,Ko Gun-bae
297,Jang Young-nam,Choi Myung-ju
297,Sung Dong-il,Oh Dae-woong
297,Son Jong-hak,Son Soo-cheol
297,Lee Sung-wook,Dr. Lee Kyung-ho
298,Alban Lenoir,Lino
298,Stéfi Celma,Julia
298,Pascale Arbillot,Moss
298,Sébastien Lalanne,Marco
298,Diego Martín,Álvaro
298,Jérôme Niel,Yann
298,Anne Serra,Stella
298,Quentin D'Hainaut,Yuri
298,Thibaut Évrard,Lieutenant Bruno
299,Henry Thomas,Robert
299,Bradley Stryker,Sterling
299,C. Ernst Harth,Dooley
299,Jennifer Robertson,Jordan
299,Olivia Taylor Dudley,Carrie
299,Catherine Lough Haggquist,Helen Masur
299,Carlos Joe Costa,Sheriff Higgon
299,Colin Decker,Tim Witner
299,Andrei Kovski,Vladimir
300,Jonathan Rhys Meyers,Robert
300,Luke Kleintank,David
300,Eloise Smyth,Vanessa
300,Bruce Davison,Grant
300,Ieva Florence-Vīksne,Janine
300,Regīna Razuma,Mrs. Petrova
300,Guna Zariņa,Juta Reine
300,Kaspars Znotiņš,Henry
300,Tom J. Benedict,Policeman
301,Ekapol Chanthawong,Self
301,Ei Khan,Titna's mother
301,Panumas Sangdee,Mig
301,Chanin Vibulrungruang,Titna
301,June Yoon,Various Interviewees (voice)
302,Vin Diesel,Baby Groot (voice)
302,Fred Tatasciore,Additional Voices (voice)
303,Roma Downey,Mary
303,Mother of Jesus,Diogo Morgado
303,Jesus,Louise Delamere
303,Claudia,Darwin Shaw
303,Peter,Amber Rose Revah
303,Mary Magdalene,Andrew Brooke
303,Antonius,Simon Kunz
303,Nicodemus,William Houston
303,Moses,Nonso Anozie
304,Yoshitsugu Matsuoka,Kirito (voice)
304,Haruka Tomatsu,Asuna Yuuki (voice)
304,Inori Minase,Misumi Mito Tozawa (voice)
304,Koichi Yamadera,Akihiko Kayaba (voice)
304,Hiroki Yasumoto,Agil (voice)
304,Nobuyuki Hiyama,Diabel (voice)
304,Rina Hidaka,Silica (voice)
304,Ryusei Nakao,Mito Avatar (voice)
304,Tomokazu Seki,Kibaou (voice)
305,Chiaki Kobayashi,Tomoya Sugisaki (voice)
305,Miyuri Shimabukuro,Aoi Harukawa (voice)
305,Rina Kawaei,Ayane Sato (voice)
305,Nobunaga Shimazaki,Ryo Kobayashi (voice)
306,Kaya Scodelario,Claire Redfield
306,Hannah John-Kamen,Jill Valentine
306,Robbie Amell,Chris Redfield
306,Tom Hopper,Albert Wesker
306,Avan Jogia,Leon Kennedy
306,Donal Logue,Chief Irons
306,Neal McDonough,William Birkin
306,Lily Gao,Ada Wong
306,Chad Rook,Richard Aiken
307,Yumiri Hanamori,Nadeshiko Kagamihara (voice)
307,Nao Toyama,Rin Shima (voice)
307,Sayuri Hara,Chiaki Ogaki (voice)
307,Aki Toyosaki,Aoi Inuyama (voice)
307,Rie Takahashi,Ena Saito (voice)
307,Kentaro Tone,Kariya (voice)
307,Yutaka Aoyama,Editor-in-chief (voice)
307,Natsu Yorita,Komaki Store Manager (voice)
307,Yoji Ueda,Shirakawa (voice)
308,Christian Bale,Augustus Landor
308,Harry Melling,Edgar Allan Poe
308,Lucy Boynton,Lea Marquis
308,Toby Jones,Dr. Daniel Marquis
308,Simon McBurney,Captain Hitchcock
308,Timothy Spall,Superintendent Thayer
308,Robert Duvall,Jean-Pepe
308,Harry Lawtey,Artemus Marquis
308,Gillian Anderson,Julia Marquis
309,Matthew Broderick,Simba (voice)
309,James Earl Jones,King Mufasa (voice)
309,Jeremy Irons,Scar (voice)
309,Rowan Atkinson,Zazu the Hornbill (voice)
309,Moira Kelly,Nala (voice)
309,Whoopi Goldberg,Shenzi the Hyena (voice)
309,Cheech Marin,Banzai the Hyena (voice)
309,Jim Cummings,ED the Hyena (voice)
309,Robert Guillaume,Rafiki (voice)
310,Robert Downey Jr.,Tony Stark / Iron Man
310,Chris Hemsworth,Thor Odinson
310,Mark Ruffalo,Bruce Banner / The Hulk
310,Chris Evans,Steve Rogers / Captain America
310,Scarlett Johansson,Natasha Romanoff / Black Widow
310,Jeremy Renner,Clint Barton / Hawkeye
310,James Spader,Ultron (voice)
310,Samuel L. Jackson,Nick Fury
310,Don Cheadle,James Rhodey Rhodes / War Machine
311,Jacob Tremblay,Luca Paguro (voice)
311,Jack Dylan Grazer,Alberto Scorfano (voice)
311,Emma Berman,Giulia Marcovaldo (voice)
311,Saverio Raimondo,Ercole Visconti (voice)
311,Maya Rudolph,Daniela Paguro (voice)
311,Marco Barricelli,Massimo Marcovaldo (voice)
311,Jim Gaffigan,Lorenzo Paguro (voice)
311,Peter Sohn,Ciccio (voice)
311,Lorenzo Crisci,Guido (voice)
312,Ralph Fiennes,Chef Slowik
312,Anya Taylor-Joy,Margot
312,Nicholas Hoult,Tyler
312,Hong Chau,Elsa
312,Janet McTeer,Lillian
312,Reed Birney,Richard
312,Judith Light,Anne
312,John Leguizamo,Movie Star
312,Paul Adelstein,Ted
313,Mason Thames,Finney Blake
313,Ethan Hawke,The Grabber
313,Madeleine McGraw,Gwen Blake
313,Jeremy Davies,Terrence Blake
313,E. Roger Mitchell,Detective Wright
313,Troy Rudeseal,Detective Miller
313,James Ransone,Max
313,Miguel Cazarez Mora,Robin Arellano
313,Rebecca Clarke,Donna
314,Austin Butler,Elvis Presley
314,Tom Hanks,Colonel Tom Parker
314,Olivia DeJonge,Priscilla
314,Helen Thomson,Gladys Presley
314,Richard Roxburgh,Vernon Presley
314,Kelvin Harrison Jr.,B.B. King
314,David Wenham,Hank Snow
314,Kodi Smit-McPhee,Jimmie Rodgers Snow
314,Luke Bracey,Jerry Schilling
315,Chadwick Boseman,King T'Challa / Black Panther
315,Michael B. Jordan,N'Jadaka / Erik Killmonger Stevens
315,Lupita Nyong'o,Nakia
315,Danai Gurira,Okoye
315,Martin Freeman,Everett K. Ross
315,Daniel Kaluuya,W'Kabi
315,Letitia Wright,Shuri
315,Winston Duke,M'Baku
315,Sterling K. Brown,N'Jobu
316,Ben Affleck,Bruce Wayne / Batman
316,Henry Cavill,Clark Kent / Superman / Kal-El
316,Jesse Eisenberg,Lex Luthor
316,Gal Gadot,Diana Prince / Wonder Woman
316,Amy Adams,Lois Lane
316,Diane Lane,Martha Kent
316,Jeremy Irons,Alfred Pennyworth
316,Holly Hunter,Senator June Finch
316,Laurence Fishburne,Perry White
317,Marlon Brando,Vito Corleone
317,Al Pacino,Michael Corleone
317,James Caan,Sonny Corleone
317,Richard S. Castellano,Peter Clemenza
317,Robert Duvall,Tom Hagen
317,Sterling Hayden,Captain McCluskey
317,John Marley,Jack Woltz
317,Richard Conte,Emilio Barzini
317,Diane Keaton,Kay Adams-Corleone
318,Tim Robbins,Andy Dufresne
318,Morgan Freeman,Ellis Boyd Red Redding
318,Bob Gunton,Warden Norton
318,William Sadler,Heywood
318,Clancy Brown,Captain Byron T. Hadley
318,Gil Bellows,Tommy
318,Mark Rolston,Bogs Diamond
318,James Whitmore,Brooks Hatlen
318,Jeffrey DeMunn,1946 D.A.
319,Mark Hamill,Luke Skywalker
319,Harrison Ford,Han Solo
319,Carrie Fisher,Princess Leia Organa
319,Peter Cushing,Grand Moff Tarkin
319,Alec Guinness,Obi-Wan Ben Kenobi
319,Anthony Daniels,C-3PO
319,Kenny Baker,R2-D2
319,Peter Mayhew,Chewbacca
319,David Prowse,Darth Vader
320,Christian Bale,Bruce Wayne / Batman
320,Heath Ledger,Joker
320,Michael Caine,Alfred Pennyworth
320,Gary Oldman,James Gordon
320,Aaron Eckhart,Harvey Dent / Two-Face
320,Maggie Gyllenhaal,Rachel Dawes
320,Morgan Freeman,Lucius Fox
320,Nestor Carbonell,Anthony Garcia
320,Monique Gabriela Curnen,Anna Ramirez
321,Edward Norton,The Narrator
321,Brad Pitt,Tyler Durden
321,Helena Bonham Carter,Marla Singer
321,Meat Loaf,Robert Bob Paulson
321,Jared Leto,Angel Face
321,Zach Grenier,Richard Chesler
321,Holt McCallany,The Mechanic
321,Eion Bailey,Ricky
321,Richmond Arquette,Intern
322,Matthew McConaughey,Joseph Coop Cooper
322,Anne Hathaway,Dr. Amelia Brand
322,Jessica Chastain,Murphy Murph Cooper
322,Bill Irwin,TARS (voice)
322,Ellen Burstyn,Old Murph
322,Michael Caine,Professor John Brand
322,Mackenzie Foy,Young Murph
322,Casey Affleck,Tom Cooper
322,John Lithgow,Donald
323,Leonardo DiCaprio,Dom Cobb
323,Joseph Gordon-Levitt,Arthur
323,Ken Watanabe,Saito
323,Tom Hardy,Eames
323,Elliot Page,Ariadne
323,Dileep Rao,Yusuf
323,Cillian Murphy,Robert Fischer Jr.
323,Tom Berenger,Peter Browning
323,Marion Cotillard,Mal Cobb
324,Elijah Wood,Frodo
324,Ian McKellen,Gandalf
324,Liv Tyler,Arwen
324,Viggo Mortensen,Aragorn
324,Sean Astin,Sam
324,Sean Bean,Boromir
324,Cate Blanchett,Galadriel
324,John Rhys-Davies,Gimli
324,Billy Boyd,Pippin
325,Elijah Wood,Frodo
325,Ian McKellen,Gandalf
325,Liv Tyler,Arwen
325,Viggo Mortensen,Aragorn
325,Sean Astin,Sam
325,Andy Serkis,Gollum / Sméagol
325,Cate Blanchett,Galadriel
325,John Rhys-Davies,Gimli / Treebeard (voice)
325,Bernard Hill,Théoden
326,Elijah Wood,Frodo
326,Ian McKellen,Gandalf
326,Liv Tyler,Arwen
326,Viggo Mortensen,Aragorn
326,Sean Astin,Sam
326,Andy Serkis,Gollum
326,Cate Blanchett,Galadriel
326,John Rhys-Davies,Gimli / Treebeard (voice)
326,Bernard Hill,Théoden
327,Keanu Reeves,Thomas A. Anderson / Neo
327,Laurence Fishburne,Morpheus
327,Carrie-Anne Moss,Trinity
327,Hugo Weaving,Agent Smith
327,Joe Pantoliano,Cypher
327,Marcus Chong,Tank
327,Anthony Ray Parker,Dozer
327,Matt Doran,Mouse
327,Gloria Foster,Oracle
328,Russell Crowe,Maximus Meridius
328,Joaquin Phoenix,Emperor Commodus
328,Connie Nielsen,Lucilla
328,Oliver Reed,Proximo
328,Richard Harris,Marcus Aurelius
328,Derek Jacobi,Gracchus
328,Djimon Hounsou,Juba
328,David Schofield,Falco
328,John Shrapnel,Gaius
329,John Travolta,Vincent Vega
329,Samuel L. Jackson,Jules Winnfield
329,Uma Thurman,Mia Wallace
329,Bruce Willis,Butch Coolidge
329,Ving Rhames,Marsellus Wallace
329,Harvey Keitel,Winston The Wolf Wolfe
329,Eric Stoltz,Lance
329,Tim Roth,Ringo Pumpkin
329,Amanda Plummer,Yolanda Honey Bunny
330,Arnold Schwarzenegger,The Terminator
330,Linda Hamilton,Sarah Connor
330,Edward Furlong,John Connor
330,Robert Patrick,T-1000
330,Joe Morton,Dr. Miles Bennett Dyson
330,Earl Boen,Dr. Peter Silberman
330,S. Epatha Merkerson,Tarissa Dyson
330,Castulo Guerra,Enrique Salceda
330,Danny Cooksey,Tim
331,Tom Hanks,Captain John H. Miller
331,Tom Sizemore,Technical Sergeant Michael Horvath
331,Edward Burns,Private Richard Reiben
331,Matt Damon,Private James Francis Ryan
331,Barry Pepper,Private Daniel Jackson
331,Adam Goldberg,Private Stanley Mellish
331,Vin Diesel,Private Adrian Caparzo
331,Giovanni Ribisi,T-Medic Irwin Wade
331,Ted Danson,Captain Fred Hamill
332,Miles Teller,Andrew Neiman
332,J.K. Simmons,Terence Fletcher
332,Paul Reiser,Jim Neiman
332,Melissa Benoist,Nicole
332,Austin Stowell,Ryan Connolly
332,Chris Mulkey,Uncle Frank
332,Nate Lang,Carl Tanner
332,Charlie Ian,Dustin
332,Jayson Blair,Travis
333,Rumi Hiiragi,Chihiro Ogino / Sen (voice)
333,Miyu Irino,Haku (voice)
333,Mari Natsuki,Yubaba / Zeniba (voice)
333,Bunta Sugawara,Kamaji (voice)
333,Akio Nakamura,Kaonashi (voice)
333,Yumi Tamai,Rin (voice)
333,Ryunosuke Kamiki,Boh (voice)
333,Takashi Naito,Akio Ogino (voice)
333,Yasuko Sawaguchi,Yuko Ogino (voice)
334,Song Kang-ho,Kim Ki-taek
334,Lee Sun-kyun,Park Dong-ik
334,Cho Yeo-jeong,Yeon-kyo
334,Choi Woo-shik,Ki-woo
334,Park So-dam,Ki-jung
334,Lee Jung-eun,Moon-gwang
334,Jang Hye-jin,Chung-sook
334,Park Myung-hoon,Geun-se
334,Jung Ji-so,Da-hye
335,Roberto Benigni,Guido Orefice
335,Nicoletta Braschi,Dora
335,Giorgio Cantarini,Giosué Orefice
335,Giustino Durano,Eliseo Orefice
335,Sergio Bini Bustric,Ferruccio
335,Lidia Alfonsi,Signora Guicciardini
335,Giuliana Lojodice,Direttrice
335,Amerigo Fontani,Rodolfo
335,Pietro De Silva,Bartolomeo
336,Tom Hanks,Paul Edgecomb
336,David Morse,Brutus Brutal Howell
336,Bonnie Hunt,Jan Edgecomb
336,Michael Clarke Duncan,John Coffey
336,James Cromwell,Warden Hal Moores
336,Michael Jeter,Eduard Delacroix
336,Graham Greene,Arlen Bitterbuck
