pelicula_id,actor,personaje
85,Lisa Fuson,Margaret (voice)
86,Bob Hoskins,Mario Mario
86,John Leguizamo,Luigi Mario
86,Dennis Hopper,King Koopa
86,Samantha Mathis,Princess Daisy
86,Fisher Stevens,Iggy
86,Richard Edson,Spike
86,Fiona Shaw,Lena
86,Mojo Nixon,Toad
86,Lance Henriksen,The King
87,Sam Worthington,Ryan Logan
87,Matt Nable,Johnny
87,Phoebe Tonkin,Justine
87,Edward Carmody,Billy Logan (Aged 16)
87,Susie Porter,Magistrate
87,Jeremy Lindsay Taylor,Jim Woods
87,Sam Parsonson,Ned
87,Sam Cotton,Boss
87,George Houvardas,Tyler
88,Chris Pratt,Owen Grady
88,Bryce Dallas Howard,Claire Dearing
88,Laura Dern,Dr. Ellie Sattler
88,Jeff Goldblum,Dr. Ian Malcolm
88,Sam Neill,Dr. Alan Grant
88,DeWanda Wise,Kayla Watts
88,Mamoudou Athie,Ramsay Cole
88,Isabella Sermon,Maisie Lockwood
88,Campbell Scott,Lewis Dodgson
89,JP Karliak,Boss Baby (voice)
89,Pierce Gagnon,Tim (voice)
89,Amaryllis Aubel,French Girl (voice)
89,Jodi Benson,Lala Doo-Da (voice)
89,Alex Cazares,Staci (voice)
89,Kalen Chase,Diddly Doo (voice)
89,Ray Chase,Ding Dong Dongle (voice)
89,David W. Collins,Dad (voice)
89,Dana Davis,Jingly Jangly (voice)
90,Zachary Levi,Shazam
90,Mark Strong,Doctor Thaddeus  Sivana
90,Asher Angel,Billy Batson
90,Jack Dylan Grazer,Freddy Freeman
90,Adam Brody,Super Hero Freddy
90,Djimon Hounsou,Wizard
90,Faithe Herman,Darla Dudley
90,Meagan Good,Super Hero Darla
90,Grace Caroline Currey,Mary Bromfield
91,Jhon Álex Toro,Piquiña
91,Laura Acuña,Liliana
91,Rodrigo Candamil,
92,Felix Kammerer,Paul Bäumer
92,Albrecht Schuch,"Stanislaus ""Kat"" Katczinsky"
92,Aaron Hilmer,Albert Kropp
92,Moritz Klaus,Franz Müller
92,Adrian Grünewald,Ludwig Behm
92,Edin Hasanović,Tjaden Stackfleet
92,Daniel Brühl,Matthias Erzberger
92,Thibault de Montalembert,General Ferdinand Foch
92,Devid Striesow,General Friedrichs
93,David Harbour,Santa
93,John Leguizamo,Scrooge
93,Beverly D'Angelo,Gertrude
93,Alex Hassell,Jason
93,Alexis Louder,Linda
93,Edi Patterson,Alva
93,Cam Gigandet,Morgan Steel
93,Leah Brady,Trudy
93,André Eriksen,Gingerbread
94,Melissa Barrera,Sam Carpenter
94,Mason Gooding,Chad Meeks-Martin
94,Jenna Ortega,Tara Carpenter
94,Jack Quaid,Richie Kirsch
94,Mikey Madison,Amber Freeman
94,Courteney Cox,Gale Weathers
94,David Arquette,Dewey Riley
94,Neve Campbell,Sidney Prescott
94,Dylan Minnette,Wes Hicks
95,Jonathan Majors,Jesse Brown
95,Glen Powell,Thomas J. Hudner Jr.
95,Christina Jackson,Daisy Brown
95,Thomas Sadoski,Dick Cevoli
95,Daren Kagasoff,Bill Koenig
95,Joe Jonas,Marty Goode
95,Spencer Neville,Bo Lavery
95,Nick Hargrove,Carol Mohring
95,Boone Platt,Buddy Gill
96,Viola Davis,Nanisca
96,Thuso Mbedu,Nawi
96,Lashana Lynch,Izogie
96,Sheila Atim,Amenza
96,John Boyega,King Ghezo
96,Jordan Bolger,Malik
96,Hero Fiennes Tiffin,Santo Ferreira
96,Jimmy Odukoya,Oba Ade
96,Masali Baduza,Fumbe
97,Lily Sullivan,Beth
97,Alyssa Sutherland,Ellie
97,Morgan Davies,Danny
97,Nell Fisher,Kassie
97,Gabrielle Echols,Bridget
97,Mia Challis,Jessica
97,Jayden Daniels,Gabriel
97,Tai Wano,Scott
97,Billy Reynolds-McCarthy,Jake
98,Kiana Madeira,Sienna Lane
98,Ross Butler,Kayden Williams
98,Matthew Noszka,Jax Deneris
98,Bree Winslow,Beth
98,Nicholas Duvernay,Brent Jacobs
98,Manu Bennett,Julian
98,Ryan Bown,Evan Kessler
98,Poppy Gilbert,Cara
98,Cecilia Diesch,Athena
99,Egor Koreshkov,Dr. Steven Ross
99,Alena Konstantinova,Amy
99,Konstantin Samoukov,Ryan Connell
99,Pyotr Romanov,Peter Lehmann
99,Nikita Dyuvbanov,Frank Miller
99,Liza Martines,Leona Redwood
99,Viktor Potapeshkin,Richard Wilson
99,Dmitry Frid,David Kurtz
99,Katerina Shpitsa,Jane Rutkovsky
100,Benedict Cumberbatch,Dr. Stephen Strange / Sinister Strange / Defender Strange
100,Elizabeth Olsen,Wanda Maximoff / The Scarlet Witch
100,Chiwetel Ejiofor,Baron Karl Mordo
100,Benedict Wong,Wong
100,Xochitl Gomez,America Chavez
100,Jett Klyne,Tommy Maximoff
100,Julian Hilliard,Billy Maximoff
100,Sheila Atim,Sara
100,Adam Hugill,Rintrah (voice)
101,José María Yázpik,Neto Niente
101,Shannyn Sossamon,Inez
101,Tommy Flanagan,Jet Rink
101,Ron Perlman,Sans
101,Karla Souza,Collie
101,Tim Roth,Carl Abrahams
101,Paz Vega,Nadia
101,Neal McDonough,Vincent
101,Keidrich Sellati,Julio Niente
102,Robert Downey Jr.,Tony Stark / Iron Man
102,Chris Hemsworth,Thor Odinson
102,Mark Ruffalo,Bruce Banner / Hulk
102,Chris Evans,Steve Rogers / Captain America
102,Scarlett Johansson,Natasha Romanoff / Black Widow
102,Benedict Cumberbatch,Stephen Strange / Doctor Strange
102,Tom Holland,Peter Parker / Spider-Man
102,Chadwick Boseman,T'Challa / Black Panther
102,Don Cheadle,James 'Rhodey' Rhodes / War Machine
103,Sosie Bacon,Dr. Rose Cotter
103,Kyle Gallner,Joel
103,Caitlin Stasey,Laura Weaver
103,Jessie T. Usher,Trevor
103,Kal Penn,Dr. Morgan Desai
103,Rob Morgan,Robert Talley
103,Robin Weigert,Dr. Madeline Northcott
103,Judy Reyes,Victoria Munoz
103,Gillian Zinser,Holly
104,Damián Alcázar,Rosendo / Regino / Ambrosio
104,Alfonso Herrera,Pancho Reyes
104,Joaquín Cosío,Rosendito / Reginito / Abuelo
104,Ana de la Reguera,Mari
104,Ana Martín,Dolores
104,Angelina Peláez,Abuela
104,Mayra Hermosillo,Gloria
104,Fermín Martínez,El Lupe
104,Leticia Huijara,Secretaria Regino
105,Bruce Willis,Detective James Knight
105,Jack Kilmer,Dezi
105,Lochlyn Munro,Fitzgerald
105,Jimmy Jean-Louis,Detective Godwin Sango
105,Willow Shields,Ally
105,Dina Meyer,Charlotte Burnham
105,Timothy V. Murphy,
105,Lorenzo Antonucci,George
105,Joe Munroe,Robin
106,Jake Gyllenhaal,Searcher Clade (voice)
106,Dennis Quaid,Jaeger Clade (voice)
106,Jaboukie Young-White,Ethan Clade (voice)
106,Gabrielle Union,Meridian Clade (voice)
106,Lucy Liu,Callisto Mal (voice)
106,Alan Tudyk,Narrator / Radio Host 1 / Duffle (voice)
106,Jonathan Melo,Diazo (voice)
106,Abraham Benrubi,Lonnie Redshirt (voice)
106,Karan Soni,Caspian (voice)
107,Charlton Heston,Moses
107,Yul Brynner,Rameses
107,Anne Baxter,Nefretiri
107,Edward G. Robinson,Dathan
107,Yvonne De Carlo,Sephora
107,Debra Paget,Lilia
107,John Derek,Joshua
107,Cedric Hardwicke,Sethi
107,Nina Foch,Bithiah
108,Natsuki Hanae,Tanjiro Kamado (voice)
108,Akari Kito,Nezuko Kamado (voice)
108,Takahiro Sakurai,Giyū Tomioka (voice)
108,Hochu Otsuka,Sakonji Urokodaki (voice)
108,Yuki Kaji,Sabito (voice)
108,Ai Kakuma,Makomo (voice)
108,Daisuke Namikawa,Hotaru Haganezuka (voice)
108,Toshihiko Seki,Muzan Kibutsuji (voice)
108,Takehito Koyasu,Hand demon (voice)
109,Blanca Suárez,Lorena
109,Alberto San Juan,Julián
109,Rubén Cortada,Sergio
109,Ernesto Alterio,Juan Carlos
109,Carlos Areces,Santiago
109,Isidro Montalvo,Revuelta
109,Jaime Ordóñez,Morales
109,Enrique Villén,Violent Guy
109,Pat Aguiló,Mercedes
110,Pierre Coffin,Kevin / Stuart / Bob / Minions (voice)
110,Steve Carell,Gru (voice)
110,Russell Brand,Dr. Nefario (voice)
110,Alan Arkin,Wild Knuckles (voice)
110,Taraji P. Henson,Belle Bottom (voice)
110,Jean-Claude Van Damme,Jean Clawed (voice)
110,Lucy Lawless,Nunchuck (voice)
110,Dolph Lundgren,Svengeance (voice)
110,Danny Trejo,Stronghold (voice)
111,Michael B. Jordan,Adonis Johnson
111,Sylvester Stallone,Rocky Balboa
111,Tessa Thompson,Bianca
111,Wood Harris,Tony 'Little Duke' Evers
111,Russell Hornsby,Buddy Marcelle
111,Phylicia Rashād,Mary Anne Creed
111,Dolph Lundgren,Ivan Drago
111,Florian Munteanu,Viktor Drago
111,Andre Ward,Danny 'Stuntman' Wheeler
112,Michael B. Jordan,Adonis Johnson
112,Sylvester Stallone,Rocky Balboa
112,Tessa Thompson,Bianca
112,Phylicia Rashād,Mary Anne Creed
112,Andre Ward,Danny 'Stuntman' Wheeler
112,Tony Bellew,'Pretty' Ricky Conlan
112,Ritchie Coster,Pete Sporino
112,Jacob 'Stitch' Duran,Stitch
112,Graham McTavish,Tommy Holiday
113,Idris Elba,Dr. Nate Daniels
113,Leah Sava Jeffries,Norah Daniels
113,Iyana Halley,Meredith Daniels
113,Sharlto Copley,Martin Battles
113,Martin Munro,Kees
113,Liyabuya Gongo,Cut Offs
113,Daniel Hadebe,Abduya
113,Thapelo Sebogodi,Camo
113,Mduduzi Mavimbela,Poacher Mizozi
114,Vin Diesel,Dominic Toretto
114,Michelle Rodriguez,Letty Ortiz
114,Tyrese Gibson,Roman Pearce
114,Ludacris,Tej Parker
114,Jason Momoa,Dante Reyes
114,Nathalie Emmanuel,Ramsey
114,Jordana Brewster,Mia Toretto
114,John Cena,Jakob Toretto
114,Jason Statham,Deckard Shaw
115,Alessandro Gassmann,Santo
115,Ginevra Francesconi,Sofia
115,Remo Girone,Angelo Lo Bianco
115,Alessio Praticò,Michele Lo Bianco
115,Francesco Villano,Rudi Crisarà
115,Gabriele Falsetta,Ferrario
115,Marcello Mazzarella,Vituzzo
115,Mauro Lamanna,Marino Gallo
115,Sinja Dieks,Ingrid Gruber
116,Jason Statham,H
116,Holt McCallany,Bullet
116,Josh Hartnett,Boy Sweat Dave
116,Scott Eastwood,Jan
116,Darrell D'Silva,Mike
116,Babs Olusanmokun,Moggy
116,Jeffrey Donovan,Jackson
116,Eddie Marsan,Terry
116,Andy García,Agent King
117,Sydney Craven,Laine
117,Imran Adams,Chase
117,Jarreau Benjamin,The Creeper
117,Matt Barkley,Jamie
117,Peter Brooke,Stu
117,Ocean Navarro,Carrie
117,Gary Graham,Ronald
117,Gabriel Freilich,Sam
117,Terry Bird,Officer Edwards
118,Rosalie Chiang,Meilin 'Mei' Lee (voice)
118,Sandra Oh,Ming (voice)
118,Ava Morse,Miriam (voice)
118,Hyein Park,Abby (voice)
118,Maitreyi Ramakrishnan,Priya (voice)
118,Orion Lee,Jin Lee (voice)
118,Wai Ching Ho,Grandma (voice)
118,Tristan Allerick Chen,Tyler (voice)
118,Lori Tan Chinn,Auntie Chen (voice)
119,Stephanie Beatriz,Mirabel Madrigal (voice)
119,María Cecilia Botero,Abuela Alma Madrigal (voice)
119,John Leguizamo,Bruno Madrigal (voice)
119,Mauro Castillo,Félix Madrigal (voice)
119,Jessica Darrow,Luisa Madrigal (voice)
119,Angie Cepeda,Julieta Madrigal  (voice)
119,Carolina Gaitán,Pepa Madrigal (voice)
119,Diane Guerrero,Isabela Madrigal (voice)
119,Wilmer Valderrama,Agustín Madrigal (voice)
120,James Cromwell,Bud
120,Darcey Ewart,Gloria
120,Sarah-Jane Potts,Claire
120,Aaron McCusker,Gerald
120,Joseph Millson,Finn Wally
120,Stephanie Levi-John,Erica
120,Florisa Kamara,Haley
120,Lucas Persaud,Tyler
120,Jessica Blake,Sally
121,Channing Tatum,Mike Lane
121,Salma Hayek,Maxandra Mendoza
121,Ayub Khan-Din,Victor
121,Jemelia George,Zadie Rattigan
121,Ethan Lawrence,Woody
121,Juliette Motamed,Hannah
121,Alan Cox,Roger Rattigan
121,Caitlin Gerard,Kim
121,Vicki Pepperdine,Edna Eaglebauer
122,Kevin Sorbo,King Herod
122,James Russo,Castor
122,Major Dodge,Gabriel
122,Stelio Savante,Tiran
122,Krista Bradley,Joanna
122,Xiomara Bermudez,Mary
122,Jay Giannone,Dismas
122,"Charles ""Skeeta"" Jenkins",Melchior
122,Major Dodge Jr.,Young Jotham
123,Andrew Garfield,Desmond T. Doss
123,Sam Worthington,Captain Glover
123,Vince Vaughn,Sergeant Howell
123,Teresa Palmer,Dorothy Schuttle
123,Luke Bracey,Smitty Ryker
123,Hugo Weaving,Tom Doss
123,Ryan Corr,Lt. Manville
123,Rachel Griffiths,Bertha Doss
123,Richard Roxburgh,Colonel Stelzer
124,Ester Expósito,Lucía
124,Ángela Cremonte,Rocío
124,Inés Fernández,Alba
124,Magüi Mira,Marga
124,Aten Soria,Romina
124,María José Sarrate,Rosita
124,Sofía Reyes,Olivia
124,Fernando Valdivielso,Moro
124,Federico Aguado,Salinas
125,Nick Blood,Art
125,Emm Wiseman,Claire
125,Paul Kaye,Heimish
125,Allan Corduner,Saul
125,Daniel Ben Zenou,Chayim
125,Sofia Weldon,Sarah Scheindal
125,Anton Trendafilov,Yosille
125,Meglena Karalambova,Aida
125,Jonathan Yunger,Levi Siegelman
126,Megumi Ogata,Yuta Okkotsu (voice)
126,Kana Hanazawa,Rika Orimoto (voice)
126,Yuichi Nakamura,Satoru Gojo (voice)
126,Takahiro Sakurai,Suguru Geto (voice)
126,Mikako Komatsu,Maki Zen'in (voice)
126,Koki Uchiyama,Toge Inumaki (voice)
126,Tomokazu Seki,Panda (voice)
126,Mitsuo Iwata,Kiyotaka Ijichi (voice)
126,Takaya Kuroda,Masamichi Yaga (voice)
127,Robert Pattinson,Bruce Wayne / The Batman
127,Zoë Kravitz,Selina Kyle / Catwoman
127,Paul Dano,Edward Nashton / The Riddler
127,Jeffrey Wright,Lt. James Gordon
127,John Turturro,Carmine Falcone
127,Peter Sarsgaard,District Attorney Gil Colson
127,Andy Serkis,Alfred Pennyworth
127,Colin Farrell,Oswald 'Oz' Cobblepot / The Penguin
127,Jayme Lawson,Bella Reál
128,Jaden Smith,Daryn
128,Cara Delevingne,Isabelle
128,Cuba Gooding Jr.,Xavier
128,Nia Long,Catherine
128,RZA,Ron
128,JT Neal,Sammy
128,Chris D'Elia,Phil
128,Harper Gunn,Little Girl
128,Dan Tymon,Jackson
129,Toru Furuya,Mario (voice)
129,Yu Mizushima,Luigi (voice)
129,Mami Yamase,Princess Peach (voice)
129,Akiko Wada,King Koopa Bowser (voice)
129,Yuriko Yamamoto,The Great Toad (voice)
129,Kōhei Miyauchi,Mushroom Hermit (voice)
129,Shigeru Chiba,Kibidango (voice)
129,Hiroko Emori,Toad (voice)
129,Hiroko Maruyama,Goomba (voice)
130,Will Beinbrink,Father Peter Williams
130,María Gabriela de Faría,Esperanza
130,Irán Castillo,Magali
130,Joseph Marcell,Father Michael Lewis
130,Hector Kotsifakis,Dr. Nelson
130,Juan Ignacio Aranda,Bishop Balducci
130,Evelia Di Gennaro,Sister Camila
131,Thomas Hobson,James 'Doc' McCune
131,Tara Perry,Annie
131,Phil Morris,Matthew McCune
131,Angela Bettis,Lucille
131,David Arquette,Douglas
131,Tim Blake Nelson,Torb
131,Joseph Ruud,William
131,David Aaron Baker,Jesse
131,Neva Howell,Miss Roberts
132,Gilles Lellouche,Mathieu Roussel
132,Joanna Kulig,Svetlana
132,Mikhail Gorevoy,Rostov
132,Sasha Piltsin,Sergey
132,Mikhail Safronov,Ivanovich
132,Aleksey Gorbunov,Borodin
132,Igor Jijikine,Sagarine
132,Elisa Lasowski,Alica
132,Daniil Vorobyov,Sacha
133,Malena Villa,
133,Julio Perillán,
133,Ailín Salas,
133,Rafael Federman,
133,Lina Gorbaneva,
133,David Schetman,
133,Ernestina Gatti,
133,Lucas Damario,
133,Eva Bianco,
134,Matt Damon,Sonny Vaccaro
134,Ben Affleck,Phil Knight
134,Jason Bateman,Rob Strasser
134,Marlon Wayans,George Raveling
134,Chris Messina,David Falk
134,Chris Tucker,Howard White
134,Viola Davis,Deloris Jordan
134,Julius Tennon,James Jordan
134,Damian Young,Michael Jordan
135,Amy Adams,Giselle
135,Patrick Dempsey,Robert Philip
135,Maya Rudolph,Malvina
135,Gabriella Baldacchino,Morgan
135,James Marsden,Prince Edward
135,Idina Menzel,Nancy Tremaine
135,Yvette Nicole Brown,Rosaleen
135,Jayma Mays,Ruby
135,Kolton Stewart,Tyson
136,Eva Noblezada,Sam Greenfield (voice)
136,Simon Pegg,Bob (voice)
136,Jane Fonda,Dragon (voice)
136,Whoopi Goldberg,Captain (voice)
136,Flula Borg,Jeff the Unicorn (voice)
136,Lil Rel Howery,Marvin (voice)
136,Colin O'Donoghue,Jerry (voice)
136,John Ratzenberger,Rootie (voice)
136,Adelynn Spoon,Hazel (voice)
137,Brad Pitt,Ladybug
137,Joey King,Prince
137,Aaron Taylor-Johnson,Tangerine
137,Brian Tyree Henry,Lemon
137,Andrew Koji,Kimura
137,Hiroyuki Sanada,The Elder
137,Michael Shannon,White Death
137,Bad Bunny,The Wolf
137,Sandra Bullock,Maria
138,Joshua Bassett,Nick Daley (voice)
138,Thomas Lennon,Teddy (voice)
138,Joseph Kamal,Kahmunrah (voice)
138,Akmal Saleh,Seth (voice)
138,Steve Zahn,Jedediah (voice)
138,Jack Whitehall,Octavius (voice)
138,Kieran Sequoia,Sacajawea (voice)
138,Alice Isaaz,Joan of Arc (voice)
138,Jamie Demetriou,Dr. McPhee (voice)
139,Anna Akana,Luna
139,Mark Dacascos,Shinshiro
139,Teresa Ting,Onami
139,Dustin Nguyen,Nikko
139,Dan Southworth,Yurei
139,Yoshi Sudarso,Sun
139,Akira Koieyama,Ikeda
139,Niino Furuhata,Dash
139,Luna Fujimoto,Mai
140,Matthew McConaughey,Buster Moon (voice)
140,Reese Witherspoon,Rosita (voice)
140,Scarlett Johansson,Ash (voice)
140,Taron Egerton,Johnny (voice)
140,Bobby Cannavale,Mr. Crystal (voice)
140,Tori Kelly,Meena (voice)
140,Nick Kroll,Gunter (voice)
140,Halsey,Porsha Crystal (voice)
140,Spike Jonze,Jerry (voice) (uncredited)
141,Holly Earl,Nat
141,Maxime Durand,Street Cleaner
141,Catherine Hannay,Milly
141,Jack Trueman,Tom
141,Joshua Takacs,Spring Breaker
141,Manuel Cauchi,The Beggar
141,Malachi Pullar-Latchman,Tyler
141,Thomas Michael Flynn,Greg
142,Mike Myers,Shrek (voice)
142,Eddie Murphy,Donkey (voice)
142,Cameron Diaz,Princess Fiona (voice)
142,John Lithgow,Lord Farquaad (voice)
142,Vincent Cassel,Monsieur Hood (voice)
142,Peter Dennis,Ogre Hunter (voice)
142,Clive Pearse,Ogre Hunter (voice)
142,Jim Cummings,Captain of Guards (voice)
142,Bobby Block,Baby Bear (voice)
144,Kaaris,Ibrahim
144,Alassane Diong,Adama
144,Assa Sylla,Aïssata
144,Issaka Sawadogo,Ousmane
144,Hassam Ghancy,Chérif
144,Jonas Dinal,Oumar
144,Dreyfus Gbadjale,Kangourang
144,Fahmi Guerbaa,Kamel
144,Samuel Jouy,Eddy
145,Jack Huston,Shelby John
145,Robert De Niro,Sheriff Church
145,John Malkovich,Peter
145,Willa Fitzgerald,Ruby Red
145,Quavo,Coyote
145,Meadow Williams,Detective Zeppelin
145,Swen Temmel,Elvis Kincaid
145,Noel Gugliemi,
145,Jonny Orsini,Skeeter
146,Jorma Tommila,Aatami Korpi
146,Aksel Hennie,Bruno Helldorf
146,Jack Doolan,Wolf
146,Onni Tommila,Schütze
146,Mimosa Willamo,Aino
146,Tatu Sinisalo,SS soldier 1
146,Wilhelm Enckell,SS soldier 3
146,Vincent Willestrand,SS soldier 4
146,Arttu Kapulainen,Rower
147,Selena Gomez,Mavis Dracula (voice)
147,Andy Samberg,Johnny Loughran (voice)
147,Kathryn Hahn,Ericka Van Helsing (voice)
147,Jim Gaffigan,Van Helsing (voice)
147,Steve Buscemi,Wayne (voice)
147,Molly Shannon,Wanda (voice)
147,David Spade,Griffin (voice)
147,Keegan-Michael Key,Murray (voice)
147,Brian Hull,Dracula (voice)
148,Jason Statham,Orson Fortune
148,Aubrey Plaza,Sarah Fidel
148,Josh Hartnett,Danny Franscesco
148,Hugh Grant,Greg Simmonds
148,Cary Elwes,Nathan Jasmine
148,Bugzy Malone,JJ Davies
148,Peter Ferdinando,Mike
148,Eddie Marsan,Norman
148,Lourdes Faberes,Emilia
149,Dominic Mariche,Gary
149,Phoebe Rex,Samantha
149,Calem MacDonald,Billy
149,Asher Grayson,Jack
149,Ben Tector,Miles
149,Emma Vickers,Trish
149,Isaiah Fortune,Dallas
149,Jonathan Torrens,Dad
149,Caleb Allred,Alien
150,Michelle Yeoh,Evelyn Wang
150,Stephanie Hsu,Joy Wang / Jobu Tupaki
150,Ke Huy Quan,Waymond Wang
150,James Hong,Gong Gong
150,Jamie Lee Curtis,Deirdre Beaubeirdre
150,Tallie Medel,Becky Sregor
150,Jenny Slate,Debbie the Dog Mom
150,Harry Shum Jr.,Chad
150,Biff Wiff,Rick
151,Daniel Craig,Benoit Blanc
151,Edward Norton,Miles Bron
151,Janelle Monáe,Helen / Andi Brand
151,Kathryn Hahn,Claire Debella
151,Leslie Odom Jr.,Lionel Toussaint
151,Kate Hudson,Birdie Jay
151,Dave Bautista,Duke Cody
151,Jessica Henwick,Peg
151,Madelyn Cline,Whiskey
152,Pol López,Iván
152,Vicky Luengo,Elena
152,Ilyass El Ouahdani,
152,Josep Estragués,Enric
152,David Parcet,Maurici
152,Vicente Botella,Chema
152,Josep Maria Gómez,Manel
152,Irina Moradell,Filla Helena i Ivan
153,Charlotte Kirk,Capt. Kate Sinclair
153,Jonathan Howard,Sgt. Tom Hook
153,Jamie Bamber,Major Roy Finch
153,Mark Strepan,Corp. Kip Wilks
153,Hadi Khanjanpour,Kabir
153,Leon Ockenden,Sgt. Oswald Jones
153,Cesare Taurasi,Trooper Vince Hughes
153,Adam Bond,Pvt. Eddie Serano
153,Neil Marshall,Spearhead Operator
154,Daiki Yamashita,Izuku Midoriya (voice)
154,Nobuhiko Okamoto,Katsuki Bakugo (voice)
154,Yuki Kaji,Shoto Todoroki (voice)
154,Ryo Yoshizawa,Rody Soul (voice)
154,Kazuya Nakai,Flect Turn (voice)
154,Megumi Hayashibara,Pino (voice)
154,Kenta Miyake,All Might (voice)
154,Tetsu Inada,Endeavor (voice)
154,Yuichi Nakamura,Hawks (voice)
155,Adrián Uribe,Alfredo García
155,Consuelo Duval,María José Márquez
155,Niko Antonyan,Tolstoi
155,Angélica Aragón,Abuela
155,Luis Arrieta,Ignacio Rosas
155,Livia Brito Pestana,Carmen Pelusi
155,Paly Duval,María José de Joven
155,Carlos Gatica,Alfredo de Joven
155,Carolina Miranda,Bicha
156,Ofelia Medina,Josefa
156,Arap Bethke,Guillermo
156,Samantha Castillo,Vecina
156,Mauro González,Pedro
156,Mildred Motta,Vecina
156,Ivanna Sofia Ferro,Luna
156,Paloma Alvamar,Abigail
156,Paola Miguel,Nala
156,Pablo Guisa Koestinger,Mercader
157,Fernando Cabrera,Inspector Sun (voz)
157,Andrea Villaverde,Janey (voz)
157,Catherina Martínez,Isabella (voz)
157,Ana Jiménez,Hormiga Reina (voz)
157,Txema Moscoso,Escarabeo (voz)
157,Vicente Gil,Bugsy Spindelthorp (voz)
157,Jesús Barreda,Comandante Skelt (voz)
157,Pedro Tena Ramos,Langosta Roja (voz)
157,María Luisa Marciel,Carol (voz)
158,Emile Hirsch,Adam
158,Stephen Dorff,Cody
158,Gigi Zumbado,Grace
158,Tyler Sanders,Danny
158,Erika Ervin,Jodi
158,Jesse Kinser,John
158,Sabina Mach,Carly
158,Vernon Wells,The Doctor
158,Tanner Zagarino,Shane
159,Kanichi Kurita,Arsène Lupin III (voice)
159,Akio Otsuka,Daisuke Jigen (voice)
159,Miyuki Sawashiro,Fujiko Mine (voice)
159,Daisuke Namikawa,Goemon Ishikawa XIII (voice)
159,Koichi Yamadera,Inspector Koichi Zenigata (voice)
159,Keiko Toda,Hitomi Kisugi (voice)
159,Rica Fukami,Rui Kisugi (voice)
159,Chika Sakamoto,Ai Kisugi (voice)
159,Yoshito Yasuhara,Toshi Utsumi (voice)
160,Adam Sandler,Nick Spitz
160,Jennifer Aniston,Audrey Spitz
160,Luke Evans,Charles Cavendish
160,Terence Stamp,Malcolm Quince
160,Gemma Arterton,Grace Ballard
160,David Walliams,Tobey Quince
160,Dany Boon,Inspector Laurent de la Croix
160,John Kani,Colonel Ulenga
160,Adeel Akhtar,Maharajah
161,Juan Luppi,Gervasio
161,Martina Krasinsky,Brenda
161,Tupac Larriera,Carlos
161,Diego Alonso,
161,Gustavo Luppi,
161,Merceditas Elordi,
161,Fabián Benítez,
161,Elvira Onetto,
162,Brad Pitt,Jack Conrad
162,Margot Robbie,Nellie LaRoy
162,Diego Calva,Manny Torres
162,Jean Smart,Elinor St. John
162,Flea,Bob Levine
162,Jovan Adepo,Sidney Palmer
162,J.C. Currais,Truck Driver
162,Jimmy Ortega,Elephant Wrangler
162,Hansford Prince,Joe Holiday
163,Sandra Bullock,Loretta Sage / Angela
163,Channing Tatum,Alan / Dash
163,Daniel Radcliffe,Abigail Fairfax
163,Brad Pitt,Jack Trainer
163,Da'Vine Joy Randolph,Beth Hatten
163,Patti Harrison,Allison
163,Oscar Nunez,Adrian Austin
163,Bowen Yang,Ray the Moderator
163,Stephen Lang,Fantasy Villain
164,Bruce Willis,Det. James Knight
164,Beau Mirchoff,Casey Rhodes
164,Lochlyn Munro,Fitzgerald
164,Corey Large,Mercer
164,Jimmy Jean-Louis,Godwin
164,Michael Eklund,Winna
164,Johnny Messner,Brigga
164,Cody Kearsley,Dajon
164,Keeya King,Nikki Sykes
165,Auðunn Blöndal,Bússi
165,Egill Einarsson,Hörður
165,Steinunn Ólína Þorsteinsdóttir,Þorgerður
165,Sverrir Þór Sverrisson,Klemenz
165,Björn Hlynur Haraldsson,Rikki Ferrari
165,Vivian Ólafsdóttir,Stefanía
165,Rúrik Gíslason,Ómar
165,Júlíana Sara Gunnarsdóttir,Lilja Íris
165,Steinþór Hróar Steinþórsson,Svavar
166,Yoshitsugu Matsuoka,Futaro Uesugi (voice)
166,Kana Hanazawa,Ichika Nakano (voice)
166,Ayana Taketatsu,Nino Nakano (voice)
166,Miku Ito,Miku Nakano (voice)
166,Ayane Sakura,Yotsuba Nakano (voice)
166,Inori Minase,Itsuki Nakano (voice)
166,Natsumi Takamori,Raiha Uesugi (voice)
166,Satoshi Hino,Isanari Uesugi (voice)
167,Daniel Radcliffe,Harry Potter
167,Rupert Grint,Ron Weasley
167,Emma Watson,Hermione Granger
167,Kenneth Branagh,Gilderoy Lockhart
167,John Cleese,Nearly Headless Nick (Sir Nicholas)
167,Robbie Coltrane,Rubeus Hagrid
167,Warwick Davis,Filius Flitwick
167,Richard Griffiths,Vernon Dursley
167,Richard Harris,Albus Dumbledore
168,Jeon Do-yeon,Gil Bok-soon
168,Sol Kyung-gu,Cha Min-kyu
168,Kim Si-a,Gil Jae-young
168,Esom,Cha Min-hee
168,Koo Kyo-hwan,Han Hee-sung
168,Kim Sung-oh,Shin
168,Lee Yeon,Kim Young-ji
168,Hwang Jung-min,Kim Gwang-il
168,Choi Byung-mo,Hyun-chul
169,Eden Brolin,Riley
169,Olivia Luccardi,Remy
169,William Baldwin,Sheriff Rex
169,Owen Campbell,Levi
169,Brad Carter,Theo
169,Virginia Rand,Liv
